danceability,energy,instrumentalness,music_genre
0.6579999999999999,0.6579999999999999,5.13e-06,Blues
0.684,0.502,0.0028699999999999,Jazz
0.401,0.964,1.6e-06,Alternative
0.755,0.2789999999999999,0.0,Blues
0.526,0.723,0.0,Electronic
0.511,0.519,0.588,Rock
0.733,0.737,0.0,Hip-Hop
0.387,0.94,0.0,Alternative
0.611,0.384,2.6600000000000003e-05,Alternative
0.608,0.738,0.767,Jazz
0.609,0.8740000000000001,0.0,Rap
0.723,0.688,0.0493,Electronic
0.902,0.552,0.0125,Electronic
0.624,0.6759999999999999,0.0434,Blues
0.604,0.439,0.903,Classical
0.856,0.6509999999999999,3.55e-05,Country
,,,
0.612,0.973,0.138,Electronic
0.903,0.315,0.79,Electronic
,,,
0.7340000000000001,0.821,0.968,Electronic
,,,
0.75,0.635,0.363,Electronic
0.705,0.743,0.0133,Rock
0.562,0.7190000000000001,0.108,Alternative
0.741,0.67,0.821,Electronic
0.505,0.778,0.00275,Alternative
0.247,0.784,0.0066599999999999,Blues
0.7490000000000001,0.606,0.0,Rap
0.395,0.977,0.551,Alternative
0.726,0.5329999999999999,0.0,Rap
,,,
0.508,0.617,0.00332,Country
0.5489999999999999,0.275,0.000479,Country
,,,
0.687,0.361,0.0,Rap
0.64,0.742,0.0,Jazz
,,,
0.4429999999999999,0.843,1.13e-06,Country
0.2319999999999999,0.895,2.86e-06,Rock
,,,
0.626,0.8590000000000001,0.482,Electronic
0.4639999999999999,0.478,0.0,Jazz
0.861,0.715,0.0,Hip-Hop
0.754,0.787,3.15e-05,Jazz
,,,
0.518,0.424,0.0,Country
0.721,0.8009999999999999,0.0355,Electronic
0.0969,0.291,0.914,Classical
0.423,0.2289999999999999,0.893,Classical
0.674,0.6759999999999999,0.00135,Rap
0.738,0.963,0.000196,Electronic
0.619,0.873,0.375,Electronic
0.536,0.628,0.0,Rap
0.767,0.601,0.155,Rap
0.72,0.727,0.000365,Hip-Hop
0.41,0.0786,0.916,Jazz
0.682,0.444,0.0,Rock
0.6679999999999999,0.0556,0.00281,Alternative
0.72,0.505,0.0,Rap
0.603,0.49,4.04e-06,Rap
0.682,0.373,0.919,Electronic
0.8059999999999999,0.57,0.0,Rap
,,,
0.471,0.937,0.0281,Rock
0.392,0.534,0.00104,Rock
0.62,0.898,0.0957,Jazz
0.52,0.407,0.000258,Rap
0.581,0.594,1.8e-05,Blues
0.904,0.861,0.0,Rap
0.703,0.508,0.0,Hip-Hop
0.873,0.513,0.196,Jazz
0.6559999999999999,0.703,0.0,Country
,,,
0.1669999999999999,0.0406,0.769,Classical
0.954,0.356,1.3699999999999998e-05,Jazz
0.652,0.7190000000000001,0.0,Rock
0.561,0.795,8.15e-06,Country
0.687,0.7,6.35e-05,Rock
0.586,0.527,0.0,Rock
0.779,0.636,0.877,Jazz
0.731,0.6609999999999999,0.0,Hip-Hop
0.591,0.7829999999999999,0.0,Country
,,,
0.3279999999999999,0.826,0.000944,Rock
0.647,0.465,0.149,Blues
0.732,0.721,0.0,Country
0.7090000000000001,0.278,0.00719,Rock
0.345,0.215,0.301,Classical
0.665,0.926,0.00229,Classical
0.7240000000000001,0.695,0.0,Rap
0.45,0.196,0.0045,Blues
0.654,0.313,5.41e-05,Blues
0.764,0.629,0.534,Jazz
0.5820000000000001,0.765,0.0506,Rock
0.588,0.494,7.2e-05,Rock
0.418,0.475,0.875,Classical
0.7659999999999999,0.664,8.3e-06,Alternative
0.52,0.905,0.0408,Blues
0.638,0.28,0.439,Jazz
0.5589999999999999,0.47,0.0,Jazz
0.452,0.644,0.0,Blues
0.503,0.503,0.073,Jazz
0.6629999999999999,0.649,1.45e-06,Jazz
0.62,0.7559999999999999,0.0,Jazz
0.4579999999999999,0.764,0.00779,Electronic
0.523,0.8959999999999999,0.0315,Alternative
0.5589999999999999,0.452,0.00135,Alternative
0.705,0.584,0.0,Rap
0.552,0.228,0.0,Country
0.6970000000000001,0.722,0.00458,Blues
0.397,0.782,0.472,Classical
0.6920000000000001,0.613,0.0652,Blues
0.57,0.476,0.0,Hip-Hop
0.81,0.5429999999999999,0.0,Hip-Hop
0.642,0.901,1.97e-06,Alternative
0.241,0.534,2.13e-06,Rock
0.7170000000000001,0.523,0.0,Hip-Hop
0.43,0.552,0.879,Electronic
0.736,0.524,1.1e-05,Jazz
0.385,0.196,0.897,Classical
0.4679999999999999,0.242,0.0,Blues
0.5429999999999999,0.915,0.0,Rap
0.949,0.524,2.22e-05,Hip-Hop
0.561,0.897,0.000551,Hip-Hop
0.442,0.7879999999999999,8.75e-05,Country
0.306,0.872,0.8,Rock
0.632,0.305,2.0600000000000003e-05,Alternative
0.763,0.853,0.0001189999999999,Rap
0.769,0.586,0.0243,Blues
0.6409999999999999,0.8079999999999999,0.0,Hip-Hop
0.5589999999999999,0.855,0.000681,Rock
0.787,0.68,0.0,Rap
0.637,0.759,0.0,Rock
0.633,0.524,0.000146,Hip-Hop
0.6729999999999999,0.923,0.301,Electronic
0.888,0.74,0.0,Rap
0.415,0.8440000000000001,0.0,Blues
0.321,0.6970000000000001,0.000155,Electronic
,,,
0.65,0.825,0.0,Electronic
,,,
0.759,0.342,0.0,Rap
0.498,0.556,1.49e-05,Alternative
0.725,0.605,0.0,Hip-Hop
0.519,0.969,0.0,Rap
0.557,0.971,0.000611,Electronic
0.731,0.306,1.11e-05,Hip-Hop
0.568,0.636,0.0,Rap
0.529,0.777,0.0,Country
0.5489999999999999,0.937,4.04e-05,Blues
0.598,0.64,0.505,Classical
,,,
,,,
0.434,0.758,2.93e-06,Hip-Hop
0.741,0.521,8.94e-06,Rock
0.644,0.489,0.0,Hip-Hop
0.376,0.111,0.8490000000000001,Jazz
0.564,0.602,0.853,Jazz
0.467,0.748,0.893,Electronic
0.314,0.962,4.68e-05,Alternative
0.604,0.703,0.0,Country
0.7509999999999999,0.541,0.613,Blues
0.7340000000000001,0.664,2.12e-06,Rap
0.432,0.534,1.35e-06,Alternative
0.4579999999999999,0.7170000000000001,0.0,Country
0.392,0.3329999999999999,9.45e-06,Blues
0.42,0.726,0.0,Hip-Hop
0.52,0.8740000000000001,0.000321,Country
0.47,0.74,0.0,Alternative
0.923,0.748,6.27e-05,Electronic
0.755,0.56,0.0,Rap
0.78,0.585,0.314,Jazz
0.379,0.8240000000000001,0.0,Rap
0.462,0.201,0.907,Jazz
0.416,0.917,0.000352,Country
0.698,0.487,0.894,Jazz
0.852,0.816,0.0,Hip-Hop
0.769,0.53,0.88,Electronic
0.54,0.967,0.0,Rock
0.268,0.959,4.75e-05,Rock
,,,
0.632,0.984,0.677,Electronic
0.64,0.477,0.000411,Alternative
0.521,0.805,0.0002189999999999,Rock
0.565,0.784,0.0,Country
0.8740000000000001,0.426,0.0,Hip-Hop
0.642,0.355,3.4200000000000005e-05,Alternative
0.373,0.0581,0.000195,Jazz
0.506,0.98,6.4e-05,Blues
0.301,0.3829999999999999,0.903,Electronic
0.5489999999999999,0.805,0.649,Jazz
0.508,0.322,2.19e-05,Alternative
0.495,0.931,0.0783,Rock
0.561,0.385,0.000496,Rock
0.902,0.474,0.0895,Electronic
0.8640000000000001,0.867,0.8909999999999999,Electronic
0.7859999999999999,0.569,0.000547,Rap
0.483,0.843,0.0,Country
0.705,0.8240000000000001,2.8000000000000003e-05,Rap
0.72,0.626,0.0,Hip-Hop
0.357,0.326,0.000132,Rock
0.736,0.41,0.0,Hip-Hop
,,,
0.45,0.341,0.0002839999999999,Rock
0.624,0.354,0.000896,Jazz
0.632,0.639,0.0,Rock
0.603,0.782,0.0,Country
0.84,0.7390000000000001,0.0,Rap
0.48,0.887,0.00011,Blues
0.59,0.413,0.00979,Blues
,,,
0.602,0.7040000000000001,0.0,Hip-Hop
,,,
0.7390000000000001,0.6809999999999999,0.0,Rap
0.633,0.416,0.594,Jazz
0.632,0.638,0.0,Hip-Hop
0.368,0.575,0.0,Rock
0.633,0.7040000000000001,0.0,Alternative
0.782,0.63,0.0,Hip-Hop
,,,
0.902,0.753,0.0,Rap
0.6659999999999999,0.8029999999999999,0.0,Country
0.516,0.513,0.00957,Rock
0.131,0.157,0.5489999999999999,Classical
0.675,0.858,6.32e-06,Blues
0.66,0.34,0.0,Rock
0.5660000000000001,0.385,7.63e-06,Alternative
0.272,0.777,0.905,Blues
0.588,0.662,0.657,Jazz
0.5770000000000001,0.897,0.313,Blues
0.335,0.977,0.000159,Blues
0.19,0.107,0.848,Classical
0.575,0.6579999999999999,0.0,Alternative
0.62,0.8540000000000001,0.0,Hip-Hop
0.54,0.471,6.02e-06,Country
0.542,0.342,0.000298,Country
